variable,variable_label_fr,code,label_fr,label_en,label_pt
NA38,Activité économique en 38 postes (NA - A38),CC,"Travail du bois, industries du papier et imprimerie",,
NA38,Activité économique en 38 postes (NA - A38),CD,Cokéfaction et raffinage,,
NA38,Activité économique en 38 postes (NA - A38),CE,Industrie chimique,,
NA38,Activité économique en 38 postes (NA - A38),CF,Industrie pharmaceutique,,
NA38,Activité économique en 38 postes (NA - A38),CG,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques,,
NA38,Activité économique en 38 postes (NA - A38),CH,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,
NA38,Activité économique en 38 postes (NA - A38),CI,"Fabrication de produits informatiques, électroniques et optiques",,
NA38,Activité économique en 38 postes (NA - A38),CJ,Fabrication d'équipements électriques,,
NA38,Activité économique en 38 postes (NA - A38),CK,Fabrication de machines et équipements (non compris ailleurs),,
NA38,Activité économique en 38 postes (NA - A38),CL,Fabrication de matériels de transport,,
NA38,Activité économique en 38 postes (NA - A38),CM,Autres industries manufacturières ; réparation et installation de machines et d'équipements,,
NA38,Activité économique en 38 postes (NA - A38),DZ,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",,
NA38,Activité économique en 38 postes (NA - A38),EZ,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",,
NA38,Activité économique en 38 postes (NA - A38),FZ,Construction,,
NA38,Activité économique en 38 postes (NA - A38),GZ,Commerce ; réparation d'automobiles et de motocycles,,
NA38,Activité économique en 38 postes (NA - A38),HZ,Transports et entreposage,,
NA38,Activité économique en 38 postes (NA - A38),IZ,Hébergement et restauration,,
NA38,Activité économique en 38 postes (NA - A38),JA,"Edition, audiovisuel et diffusion",,
NA38,Activité économique en 38 postes (NA - A38),JB,Télécommunications,,
NA38,Activité économique en 38 postes (NA - A38),JC,Activités informatiques et services d'information,,
NA38,Activité économique en 38 postes (NA - A38),KZ,Activités financières et d'assurance,,
NA38,Activité économique en 38 postes (NA - A38),LZ,Activités immobilières,,
NA38,Activité économique en 38 postes (NA - A38),MA,"Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques",,
NA38,Activité économique en 38 postes (NA - A38),MB,Recherche-développement scientifique,,
NA38,Activité économique en 38 postes (NA - A38),MC,"Autres activités spécialisées, scientifiques et techniques",,
NA38,Activité économique en 38 postes (NA - A38),NZ,Activités de services administratifs et de soutien,,
NA38,Activité économique en 38 postes (NA - A38),OZ,Administration publique,,
NA38,Activité économique en 38 postes (NA - A38),PZ,Enseignement,,
NA38,Activité économique en 38 postes (NA - A38),QA,Activités pour la santé humaine,,
NA38,Activité économique en 38 postes (NA - A38),QB,Hébergement médico-social et social et action sociale sans hébergement,,
NA38,Activité économique en 38 postes (NA - A38),RZ,"Arts, spectacles et activités récréatives",,
NA38,Activité économique en 38 postes (NA - A38),SZ,Autres activités de services,,
NA38,Activité économique en 38 postes (NA - A38),TZ,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,,
NA38,Activité économique en 38 postes (NA - A38),UZ,Activités extra-territoriales,,
NA5,Activité économique regroupée en 5 postes,AZ,"Agriculture, sylviculture et pêche",,
NA5,Activité économique regroupée en 5 postes,BE,"Industrie manufacturière, industries extractives  et autres",,
NA5,Activité économique regroupée en 5 postes,FZ,Construction,,
NA5,Activité économique regroupée en 5 postes,GU,"Commerce, transports et services divers",,
NA5,Activité économique regroupée en 5 postes,OQ,"Administration publique, enseignement, santé humaine et action sociale",,
NA64,Activité économique en 64 postes (NA - A64),AZ1,"Culture et production animale, chasse et services annexes",,
NA64,Activité économique en 64 postes (NA - A64),AZ2,Sylviculture et exploitation forestière,,
NA64,Activité économique en 64 postes (NA - A64),AZ3,Pêche et aquaculture,,
NA64,Activité économique en 64 postes (NA - A64),BZ0,Industries extractives,,
NA64,Activité économique en 64 postes (NA - A64),CA0,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",,
NA64,Activité économique en 64 postes (NA - A64),CB0,"Fabrication de textiles, industrie de l’habillement, industrie du cuir et de la chaussure",,
NA64,Activité économique en 64 postes (NA - A64),CC1,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",,
NA64,Activité économique en 64 postes (NA - A64),CC2,Industrie du papier et du carton,,
NA64,Activité économique en 64 postes (NA - A64),CC3,Imprimerie et reproduction d'enregistrements,,
NA64,Activité économique en 64 postes (NA - A64),CD0,Cokéfaction et raffinage,,
NA64,Activité économique en 64 postes (NA - A64),CE0,Industrie chimique,,
NA64,Activité économique en 64 postes (NA - A64),CF0,Industrie pharmaceutique,,
NA64,Activité économique en 64 postes (NA - A64),CG1,Fabrication de produits en caoutchouc et en plastique,,
NA64,Activité économique en 64 postes (NA - A64),CG2,Fabrication d'autres produits minéraux non métalliques,,
NA64,Activité économique en 64 postes (NA - A64),CH1,Métallurgie,,
NA64,Activité économique en 64 postes (NA - A64),CH2,"Fabrication de produits métalliques, à l'exception des machines et des équipements",,
NA64,Activité économique en 64 postes (NA - A64),CI0,"Fabrication de produits informatiques, électroniques et optiques",,
NA64,Activité économique en 64 postes (NA - A64),CJ0,Fabrication d'équipements électriques,,
NA64,Activité économique en 64 postes (NA - A64),CK0,Fabrication de machines et équipements n.c.a.,,
NA64,Activité économique en 64 postes (NA - A64),CL1,Industrie automobile,,
NA64,Activité économique en 64 postes (NA - A64),CL2,Fabrication d'autres matériels de transport,,
NA64,Activité économique en 64 postes (NA - A64),CM1,Autres industries manufacturières n.c.a.,,
NA64,Activité économique en 64 postes (NA - A64),CM2,Réparation et installation de machines et d'équipements,,
NA64,Activité économique en 64 postes (NA - A64),DZ0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",,
NA64,Activité économique en 64 postes (NA - A64),EZ1,"Captage, traitement et distribution d'eau",,
NA64,Activité économique en 64 postes (NA - A64),EZ2,"Collecte et traitement des eaux usées, traitement des déchets et dépollution",,
NA64,Activité économique en 64 postes (NA - A64),FZ0,Construction,,
NA64,Activité économique en 64 postes (NA - A64),GZ1,Commerce et réparation d'automobiles et de motocycles,,
NA64,Activité économique en 64 postes (NA - A64),GZ2,"Commerce de gros, à l'exception des automobiles et des motocycles",,
NA64,Activité économique en 64 postes (NA - A64),GZ3,"Commerce de détail, à l'exception des automobiles et des motocycles",,
NA64,Activité économique en 64 postes (NA - A64),HZ1,Transports terrestres et transport par conduites,,
NA64,Activité économique en 64 postes (NA - A64),HZ2,Transports par eau,,
NA64,Activité économique en 64 postes (NA - A64),HZ3,Transports aériens,,
NA64,Activité économique en 64 postes (NA - A64),HZ4,Entreposage et services auxiliaires des transports,,
NA64,Activité économique en 64 postes (NA - A64),HZ5,Activités de poste et de courrier,,
NA64,Activité économique en 64 postes (NA - A64),IZ0,Hébergement et restauration,,
NA64,Activité économique en 64 postes (NA - A64),JA1,Edition,,
NA64,Activité économique en 64 postes (NA - A64),JA2,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale ; programmation et diffusion",,
NA64,Activité économique en 64 postes (NA - A64),JB0,Télécommunications,,
NA64,Activité économique en 64 postes (NA - A64),JC0,"Programmation, conseil et autres activités informatiques ; services d'information",,
NA64,Activité économique en 64 postes (NA - A64),KZ1,"Activités des services financiers, hors assurance et caisses de retraite",,
NA64,Activité économique en 64 postes (NA - A64),KZ2,Assurance,,
NA64,Activité économique en 64 postes (NA - A64),KZ3,Activités auxiliaires de services financiers et d'assurance,,
NA64,Activité économique en 64 postes (NA - A64),LZ0,Activités immobilières,,
NA64,Activité économique en 64 postes (NA - A64),MA1,Activités juridiques et comptables ; conseil de gestion ; activités des sièges sociaux,,
NA64,Activité économique en 64 postes (NA - A64),MA2,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,,
NA64,Activité économique en 64 postes (NA - A64),MB0,Recherche-développement scientifique,,
NA64,Activité économique en 64 postes (NA - A64),MC1,Publicité et études de marché,,
NA64,Activité économique en 64 postes (NA - A64),MC2,"Autres activités spécialisées, scientifiques et techniques et activités vétérinaires",,
NA64,Activité économique en 64 postes (NA - A64),NZ1,Activités de location et location-bail,,
NA64,Activité économique en 64 postes (NA - A64),NZ2,Activités liées à l'emploi,,
NA64,Activité économique en 64 postes (NA - A64),NZ3,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",,
NA64,Activité économique en 64 postes (NA - A64),NZ4,Enquêtes et sécurité ; services relatifs aux bâtiments et aménagement paysager ; autres activités de soutien,,
NA64,Activité économique en 64 postes (NA - A64),OZ0,Administration publique et défense ; sécurité sociale obligatoire,,
NA64,Activité économique en 64 postes (NA - A64),PZ0,Enseignement,,
NA64,Activité économique en 64 postes (NA - A64),QA0,Activités pour la santé humaine,,
NA64,Activité économique en 64 postes (NA - A64),QB0,Hébergement médico-social et social et action sociale sans hébergement,,
NA64,Activité économique en 64 postes (NA - A64),RZ1,"Arts, divertissement et musées",,
NA64,Activité économique en 64 postes (NA - A64),RZ2,"Activités sportives, récréatives et de loisirs",,
NA64,Activité économique en 64 postes (NA - A64),SZ1,Activités des organisations associatives,,
NA64,Activité économique en 64 postes (NA - A64),SZ2,Réparation d'ordinateurs et de biens personnels et domestiques,,
NA64,Activité économique en 64 postes (NA - A64),SZ3,Autres services personnels,,
NA64,Activité économique en 64 postes (NA - A64),TZ0,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,,
NA64,Activité économique en 64 postes (NA - A64),UZ0,Activités des organisations et organismes extraterritoriaux,,
NA88,Activité économique en 88 postes (NA - A88),01,"Culture et production animale, chasse et services annexes",,
NA88,Activité économique en 88 postes (NA - A88),02,Sylviculture et exploitation forestière,,
NA88,Activité économique en 88 postes (NA - A88),03,Pêche et aquaculture,,
NA88,Activité économique en 88 postes (NA - A88),05,Extraction de houille et de lignite,,
NA88,Activité économique en 88 postes (NA - A88),06,Extraction d'hydrocarbures,,
NA88,Activité économique en 88 postes (NA - A88),07,Extraction de minerais métalliques,,
NA88,Activité économique en 88 postes (NA - A88),08,Autres industries extractives,,
NA88,Activité économique en 88 postes (NA - A88),09,Services de soutien aux industries extractives,,
NA88,Activité économique en 88 postes (NA - A88),10,Industries alimentaires,,
NA88,Activité économique en 88 postes (NA - A88),11,Fabrication de boissons,,
NA88,Activité économique en 88 postes (NA - A88),12,Fabrication de produits à base de tabac,,
NA88,Activité économique en 88 postes (NA - A88),13,Fabrication de textiles,,
NA88,Activité économique en 88 postes (NA - A88),14,Industrie de l'habillement,,
NA88,Activité économique en 88 postes (NA - A88),15,Industrie du cuir et de la chaussure,,
NA88,Activité économique en 88 postes (NA - A88),16,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",,
NA88,Activité économique en 88 postes (NA - A88),17,Industrie du papier et du carton,,
NA88,Activité économique en 88 postes (NA - A88),18,Imprimerie et reproduction d'enregistrements,,
NA88,Activité économique en 88 postes (NA - A88),19,Cokéfaction et raffinage,,
NA88,Activité économique en 88 postes (NA - A88),20,Industrie chimique,,
NA88,Activité économique en 88 postes (NA - A88),21,Industrie pharmaceutique,,
NA88,Activité économique en 88 postes (NA - A88),22,Fabrication de produits en caoutchouc et en plastique,,
NA88,Activité économique en 88 postes (NA - A88),23,Fabrication d'autres produits minéraux non métalliques,,
NA88,Activité économique en 88 postes (NA - A88),24,Métallurgie,,
NA88,Activité économique en 88 postes (NA - A88),25,"Fabrication de produits métalliques, à l'exception des machines et des équipements",,
NA88,Activité économique en 88 postes (NA - A88),26,"Fabrication de produits informatiques, électroniques et optiques",,
NA88,Activité économique en 88 postes (NA - A88),27,Fabrication d'équipements électriques,,
NA88,Activité économique en 88 postes (NA - A88),28,Fabrication de machines et équipements n.c.a.,,
NA88,Activité économique en 88 postes (NA - A88),29,Industrie automobile,,
NA88,Activité économique en 88 postes (NA - A88),30,Fabrication d'autres matériels de transport,,
NA88,Activité économique en 88 postes (NA - A88),31,Fabrication de meubles,,
NA88,Activité économique en 88 postes (NA - A88),32,Autres industries manufacturières,,
NA88,Activité économique en 88 postes (NA - A88),33,Réparation et installation de machines et d'équipements,,
NA88,Activité économique en 88 postes (NA - A88),35,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",,
NA88,Activité économique en 88 postes (NA - A88),36,"Captage, traitement et distribution d'eau",,
NA88,Activité économique en 88 postes (NA - A88),37,Collecte et traitement des eaux usées,,
NA88,Activité économique en 88 postes (NA - A88),38,"Collecte, traitement et élimination des déchets ; récupération",,
NA88,Activité économique en 88 postes (NA - A88),39,Dépollution et autres services de gestion des déchets,,
NA88,Activité économique en 88 postes (NA - A88),41,Construction de bâtiments,,
NA88,Activité économique en 88 postes (NA - A88),42,Génie civil,,
NA88,Activité économique en 88 postes (NA - A88),43,Travaux de construction spécialisés,,
NA88,Activité économique en 88 postes (NA - A88),45,Commerce et réparation d'automobiles et de motocycles,,
NA88,Activité économique en 88 postes (NA - A88),46,"Commerce de gros, à l'exception des automobiles et des motocycles",,
NA88,Activité économique en 88 postes (NA - A88),47,"Commerce de détail, à l'exception des automobiles et des motocycles",,
NA88,Activité économique en 88 postes (NA - A88),49,Transports terrestres et transport par conduites,,
NA88,Activité économique en 88 postes (NA - A88),50,Transports par eau,,
NA88,Activité économique en 88 postes (NA - A88),51,Transports aériens,,
NA88,Activité économique en 88 postes (NA - A88),52,Entreposage et services auxiliaires des transports,,
NA88,Activité économique en 88 postes (NA - A88),53,Activités de poste et de courrier,,
NA88,Activité économique en 88 postes (NA - A88),55,Hébergement,,
NA88,Activité économique en 88 postes (NA - A88),56,Restauration,,
NA88,Activité économique en 88 postes (NA - A88),58,Édition,,
NA88,Activité économique en 88 postes (NA - A88),59,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",,
NA88,Activité économique en 88 postes (NA - A88),60,Programmation et diffusion,,
NA88,Activité économique en 88 postes (NA - A88),61,Télécommunications,,
NA88,Activité économique en 88 postes (NA - A88),62,"Programmation, conseil et autres activités informatiques",,
NA88,Activité économique en 88 postes (NA - A88),63,Services d'information,,
NA88,Activité économique en 88 postes (NA - A88),64,"Activités des services financiers, hors assurance et caisses de retraite",,
NA88,Activité économique en 88 postes (NA - A88),65,Assurance,,
NA88,Activité économique en 88 postes (NA - A88),66,Activités auxiliaires de services financiers et d'assurance,,
NA88,Activité économique en 88 postes (NA - A88),68,Activités immobilières,,
NA88,Activité économique en 88 postes (NA - A88),69,Activités juridiques et comptables,,
NA88,Activité économique en 88 postes (NA - A88),70,Activités des sièges sociaux ; conseil de gestion,,
NA88,Activité économique en 88 postes (NA - A88),71,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,,
NA88,Activité économique en 88 postes (NA - A88),72,Recherche-développement scientifique,,
NA88,Activité économique en 88 postes (NA - A88),73,Publicité et études de marché,,
NA88,Activité économique en 88 postes (NA - A88),74,"Autres activités spécialisées, scientifiques et techniques",,
NA88,Activité économique en 88 postes (NA - A88),75,Activités vétérinaires,,
NA88,Activité économique en 88 postes (NA - A88),77,Activités de location et location-bail,,
NA88,Activité économique en 88 postes (NA - A88),78,Activités liées à l'emploi,,
NA88,Activité économique en 88 postes (NA - A88),79,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",,
NA88,Activité économique en 88 postes (NA - A88),80,Enquêtes et sécurité,,
NA88,Activité économique en 88 postes (NA - A88),81,Services relatifs aux bâtiments et aménagement paysager,,
NA88,Activité économique en 88 postes (NA - A88),82,Activités administratives et autres activités de soutien aux entreprises,,
NA88,Activité économique en 88 postes (NA - A88),84,Administration publique et défense ; sécurité sociale obligatoire,,
NA88,Activité économique en 88 postes (NA - A88),85,Enseignement,,
NA88,Activité économique en 88 postes (NA - A88),86,Activités pour la santé humaine,,
NA88,Activité économique en 88 postes (NA - A88),87,Hébergement médico-social et social,,
NA88,Activité économique en 88 postes (NA - A88),88,Action sociale sans hébergement,,
NA88,Activité économique en 88 postes (NA - A88),90,"Activités créatives, artistiques et de spectacle",,
NA88,Activité économique en 88 postes (NA - A88),91,"Bibliothèques, archives, musées et autres activités culturelles",,
NA88,Activité économique en 88 postes (NA - A88),92,Organisation de jeux de hasard et d'argent,,
NA88,Activité économique en 88 postes (NA - A88),93,"Activités sportives, récréatives et de loisirs",,
NA88,Activité économique en 88 postes (NA - A88),94,Activités des organisations associatives,,
NA88,Activité économique en 88 postes (NA - A88),95,Réparation d'ordinateurs et de biens personnels et domestiques,,
NA88,Activité économique en 88 postes (NA - A88),96,Autres services personnels,,
NA88,Activité économique en 88 postes (NA - A88),97,Activités des ménages en tant qu'employeurs de personnel domestique,,
NA88,Activité économique en 88 postes (NA - A88),98,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,,
NA88,Activité économique en 88 postes (NA - A88),99,Activités des organisations et organismes extraterritoriaux,,
REGLT,Région du lieu de travail,01,Guadeloupe,,
REGLT,Région du lieu de travail,02,Martinique,,
REGLT,Région du lieu de travail,03,Guyane,,
REGLT,Région du lieu de travail,04,La Réunion,,
REGLT,Région du lieu de travail,11,Île-de-France,,
REGLT,Région du lieu de travail,24,Centre-Val de Loire,,
REGLT,Région du lieu de travail,27,Bourgogne-Franche-Comté,,
REGLT,Région du lieu de travail,28,Normandie,,
REGLT,Région du lieu de travail,32,Hauts-de-France,,
REGLT,Région du lieu de travail,44,Grand Est,,
REGLT,Région du lieu de travail,52,Pays de la Loire,,
REGLT,Région du lieu de travail,53,Bretagne,,
REGLT,Région du lieu de travail,75,Nouvelle-Aquitaine,,
REGLT,Région du lieu de travail,76,Occitanie,,
REGLT,Région du lieu de travail,84,Auvergne-Rhône-Alpes,,
REGLT,Région du lieu de travail,93,Provence-Alpes-Côte d'Azur,,
REGLT,Région du lieu de travail,94,Corse,,
SEXE,Sexe,1,Hommes,,
SEXE,Sexe,2,Femmes,,
STAT,Statut professionnel,10,Salariés,,
STAT,Statut professionnel,21,Non salariés : Indépendants,,
STAT,Statut professionnel,22,Non salariés : Employeurs,,
STAT,Statut professionnel,23,Non salariés : Aides familiaux,,
TACTD16,Type d'activité détaillé en 16 postes,111,Actifs ayant un emploi exclusivement,,
TACTD16,Type d'activité détaillé en 16 postes,112,Actifs ayant un emploi s'étant déclaré chômeur,,
TACTD16,Type d'activité détaillé en 16 postes,113,Actifs ayant un emploi s'étant déclaré retraité,,
TACTD16,Type d'activité détaillé en 16 postes,114,Actifs ayant un emploi s'étant déclaré élève,,
TACTD16,Type d'activité détaillé en 16 postes,115,Actifs ayant un emploi s'étant déclaré homme ou femme au foyer,,
TACTD16,Type d'activité détaillé en 16 postes,116,Actifs ayant un emploi s'étant déclaré en autre situation,,
TP,Temps de travail,1,Temps complet,,
TP,Temps de travail,2,Temps partiel,,
TRANS,Mode de transport principal le plus souvent utilisé pour aller travailler,1,Pas de transport,,
TRANS,Mode de transport principal le plus souvent utilisé pour aller travailler,2,"Marche à pied (ou rollers, patinette)",,
TRANS,Mode de transport principal le plus souvent utilisé pour aller travailler,3,Vélo (y compris à assistance électrique),,
TRANS,Mode de transport principal le plus souvent utilisé pour aller travailler,4,Deux-roues motorisé,,
TRANS,Mode de transport principal le plus souvent utilisé pour aller travailler,5,"Voiture, camion, fourgonnette",,
TRANS,Mode de transport principal le plus souvent utilisé pour aller travailler,6,Transports en commun,,
ZELT,Zone d'emploi du lieu de travail,0051,Alençon (0051),,
ZELT,Zone d'emploi du lieu de travail,0052,Arles (0052),,
ZELT,Zone d'emploi du lieu de travail,0053,Avignon (0053),,
ZELT,Zone d'emploi du lieu de travail,0054,Beauvais (0054),,
ZELT,Zone d'emploi du lieu de travail,0055,Bollène-Pierrelatte (0055),,
ZELT,Zone d'emploi du lieu de travail,0056,Cosne-Cours-sur-Loire (0056),,
ZELT,Zone d'emploi du lieu de travail,0057,Dreux (0057),,
ZELT,Zone d'emploi du lieu de travail,0058,La Vallée de la Bresle-Vimeu (0058),,
ZELT,Zone d'emploi du lieu de travail,0059,Mâcon (0059),,
ZELT,Zone d'emploi du lieu de travail,0060,Nevers (0060),,
ZELT,Zone d'emploi du lieu de travail,0061,Nogent-le-Rotrou (0061),,
ZELT,Zone d'emploi du lieu de travail,0062,Redon (0062),,
ZELT,Zone d'emploi du lieu de travail,0063,Ussel (0063),,
ZELT,Zone d'emploi du lieu de travail,0064,Valréas (0064),,
ZELT,Zone d'emploi du lieu de travail,0101,Côte sous le vent (0101),,
ZELT,Zone d'emploi du lieu de travail,0102,Est Grande Terre (0102),,
ZELT,Zone d'emploi du lieu de travail,0103,Marie-Galante (0103),,
ZELT,Zone d'emploi du lieu de travail,0104,Région Pointoise (0104),,
ZELT,Zone d'emploi du lieu de travail,0105,Sud Basse-Terre (0105),,
ZELT,Zone d'emploi du lieu de travail,0201,Le Centre-Atlantique (0201),,
ZELT,Zone d'emploi du lieu de travail,0202,Le Centre agglomération (0202),,
ZELT,Zone d'emploi du lieu de travail,0203,Le Nord-Atlantique (0203),,
ZELT,Zone d'emploi du lieu de travail,0204,Le Nord-Caraibe (0204),,
ZELT,Zone d'emploi du lieu de travail,0205,Le Sud (0205),,
ZELT,Zone d'emploi du lieu de travail,0206,Le Sud-Caraibe (0206),,
ZELT,Zone d'emploi du lieu de travail,0301,Est-littoral (0301),,
ZELT,Zone d'emploi du lieu de travail,0302,Ouest-Guyanais (0302),,
ZELT,Zone d'emploi du lieu de travail,0303,Savanes (0303),,
ZELT,Zone d'emploi du lieu de travail,0401,L'Est (0401),,
ZELT,Zone d'emploi du lieu de travail,0402,L'Ouest (0402),,
ZELT,Zone d'emploi du lieu de travail,0403,Le Nord (0403),,
ZELT,Zone d'emploi du lieu de travail,0404,Le Sud (0404),,
ZELT,Zone d'emploi du lieu de travail,1101,Cergy-Vexin (1101),,
ZELT,Zone d'emploi du lieu de travail,1102,Coulommiers (1102),,
ZELT,Zone d'emploi du lieu de travail,1103,Etampes (1103),,
ZELT,Zone d'emploi du lieu de travail,1104,Evry (1104),,
ZELT,Zone d'emploi du lieu de travail,1105,Fontainebleau-Nemours (1105),,
ZELT,Zone d'emploi du lieu de travail,1106,Marne-la-Vallée (1106),,
ZELT,Zone d'emploi du lieu de travail,1107,Meaux (1107),,
ZELT,Zone d'emploi du lieu de travail,1108,Melun (1108),,
ZELT,Zone d'emploi du lieu de travail,1109,Paris (1109),,
ZELT,Zone d'emploi du lieu de travail,1110,Provins (1110),,
ZELT,Zone d'emploi du lieu de travail,1111,Rambouillet (1111),,
ZELT,Zone d'emploi du lieu de travail,1112,Roissy (1112),,
ZELT,Zone d'emploi du lieu de travail,1113,Saclay (1113),,
ZELT,Zone d'emploi du lieu de travail,1114,Seine-Yvelinoise (1114),,
ZELT,Zone d'emploi du lieu de travail,1115,Versailles-Saint-Quentin (1115),,
ZELT,Zone d'emploi du lieu de travail,2401,Blois (2401),,
ZELT,Zone d'emploi du lieu de travail,2402,Bourges (2402),,
ZELT,Zone d'emploi du lieu de travail,2403,Chartres (2403),,
ZELT,Zone d'emploi du lieu de travail,2404,Châteaudun (2404),,
ZELT,Zone d'emploi du lieu de travail,2405,Châteauroux (2405),,
ZELT,Zone d'emploi du lieu de travail,2406,Chinon (2406),,
ZELT,Zone d'emploi du lieu de travail,2407,Gien (2407),,
ZELT,Zone d'emploi du lieu de travail,2408,Loches (2408),,
ZELT,Zone d'emploi du lieu de travail,2409,Montargis (2409),,
ZELT,Zone d'emploi du lieu de travail,2410,Orléans (2410),,
ZELT,Zone d'emploi du lieu de travail,2411,Pithiviers (2411),,
ZELT,Zone d'emploi du lieu de travail,2412,Romorantin-Lanthenay (2412),,
ZELT,Zone d'emploi du lieu de travail,2413,Tours (2413),,
ZELT,Zone d'emploi du lieu de travail,2414,Vendôme (2414),,
ZELT,Zone d'emploi du lieu de travail,2415,Vierzon (2415),,
ZELT,Zone d'emploi du lieu de travail,2701,Autun (2701),,
ZELT,Zone d'emploi du lieu de travail,2702,Auxerre (2702),,
ZELT,Zone d'emploi du lieu de travail,2703,Avallon (2703),,
ZELT,Zone d'emploi du lieu de travail,2704,Beaune (2704),,
ZELT,Zone d'emploi du lieu de travail,2705,Belfort (2705),,
ZELT,Zone d'emploi du lieu de travail,2706,Besançon (2706),,
ZELT,Zone d'emploi du lieu de travail,2707,Chalon-sur-Saône (2707),,
ZELT,Zone d'emploi du lieu de travail,2708,Charolais (2708),,
ZELT,Zone d'emploi du lieu de travail,2709,Châtillon-Montbard (2709),,
ZELT,Zone d'emploi du lieu de travail,2710,Creusot-Montceau (2710),,
ZELT,Zone d'emploi du lieu de travail,2711,Dijon (2711),,
ZELT,Zone d'emploi du lieu de travail,2712,Dole (2712),,
ZELT,Zone d'emploi du lieu de travail,2713,Lons-le-Saunier (2713),,
ZELT,Zone d'emploi du lieu de travail,2714,Montbéliard (2714),,
ZELT,Zone d'emploi du lieu de travail,2715,Pontarlier (2715),,
ZELT,Zone d'emploi du lieu de travail,2716,Saint-Claude (2716),,
ZELT,Zone d'emploi du lieu de travail,2717,Sens (2717),,
ZELT,Zone d'emploi du lieu de travail,2718,Vesoul (2718),,
ZELT,Zone d'emploi du lieu de travail,2801,Argentan (2801),,
ZELT,Zone d'emploi du lieu de travail,2802,Avranches (2802),,
ZELT,Zone d'emploi du lieu de travail,2803,Bernay (2803),,
ZELT,Zone d'emploi du lieu de travail,2804,Caen (2804),,
ZELT,Zone d'emploi du lieu de travail,2805,Cherbourg en Cotentin (2805),,
ZELT,Zone d'emploi du lieu de travail,2806,Coutances (2806),,
ZELT,Zone d'emploi du lieu de travail,2807,Dieppe-Caux maritime (2807),,
ZELT,Zone d'emploi du lieu de travail,2808,Evreux (2808),,
ZELT,Zone d'emploi du lieu de travail,2809,Flers (2809),,
ZELT,Zone d'emploi du lieu de travail,2810,Granville (2810),,
ZELT,Zone d'emploi du lieu de travail,2811,Honfleur Pont-Audemer (2811),,
ZELT,Zone d'emploi du lieu de travail,2812,L'Aigle (2812),,
ZELT,Zone d'emploi du lieu de travail,2813,Le Havre (2813),,
ZELT,Zone d'emploi du lieu de travail,2814,Lisieux (2814),,
ZELT,Zone d'emploi du lieu de travail,2815,Rouen (2815),,
ZELT,Zone d'emploi du lieu de travail,2816,Saint-Lô (2816),,
ZELT,Zone d'emploi du lieu de travail,2817,Vernon-Gisors (2817),,
ZELT,Zone d'emploi du lieu de travail,2818,Vire Normandie (2818),,
ZELT,Zone d'emploi du lieu de travail,2819,Yvetot-Vallée du Commerce (2819),,
ZELT,Zone d'emploi du lieu de travail,3201,Abbeville (3201),,
ZELT,Zone d'emploi du lieu de travail,3202,Amiens (3202),,
ZELT,Zone d'emploi du lieu de travail,3203,Arras (3203),,
ZELT,Zone d'emploi du lieu de travail,3204,Berck (3204),,
ZELT,Zone d'emploi du lieu de travail,3205,Béthune (3205),,
ZELT,Zone d'emploi du lieu de travail,3206,Boulogne-sur-Mer (3206),,
ZELT,Zone d'emploi du lieu de travail,3207,Calais (3207),,
ZELT,Zone d'emploi du lieu de travail,3208,Cambrai (3208),,
ZELT,Zone d'emploi du lieu de travail,3209,Château-Thierry (3209),,
ZELT,Zone d'emploi du lieu de travail,3210,Compiègne (3210),,
ZELT,Zone d'emploi du lieu de travail,3211,Creil (3211),,
ZELT,Zone d'emploi du lieu de travail,3212,Douai (3212),,
ZELT,Zone d'emploi du lieu de travail,3213,Dunkerque (3213),,
ZELT,Zone d'emploi du lieu de travail,3214,Laon (3214),,
ZELT,Zone d'emploi du lieu de travail,3215,Lens (3215),,
ZELT,Zone d'emploi du lieu de travail,3216,Lille (3216),,
ZELT,Zone d'emploi du lieu de travail,3217,Maubeuge (3217),,
